	words	labels	times	sentence_id
40	podstawionymi	B	 	242
41	przez	B	 	242
42	władze	.	 	242
43	niewiele	B	 	242
44	osób	B	 	242
45	umiało	B	 	242
46	tam	B	 	242
47	mówić	B	 	242
48	po	B	 	242
49	polsku	.	 	242
50	dlatego	B	 	242
51	też	B	 	242
52	część	B	 	242
53	z	B	 	242
54	nich	B	 	242
55	nie	B	 	242
56	wiedziała	,	 	242
57	jak	B	 	242
58	zachować	B	 	242
59	się	B	 	242
60	w	B	 	242
61	kościele	B	 	242
62	katolickim	,	 	242
63	a	B	 	242
64	na	B	 	242
65	zakończenie	B	 	242
66	uroczystości	B	 	242
67	zamiast	B	 	242
68	odśpiewać	B	 	242
69	rotę	,	 	242
70	odtworzono	B	 	242
71	ją	B	 	242
72	z	B	 	242
73	magnetofonu	.	 	242
74	dziennikarzy	B	 	242
75	zabrano	B	 	242
76	na	B	 	242
77	wycieczkę	B	 	242
78	do	B	 	242
79	pobliskiego	B	 	242
80	kołchozu	B	 	242
81	lub	B	 	242
82	wyproszono	,	 	242
83	a	B	 	242
84	andżelikę	B	 	242
85	borys	B	 	242
86	wcześniej	B	 	242
87	wielokrotnie	B	 	242
88	zastraszali	B	 	242
89	funkcjonariusze	B	 	242
90	kgb	.	 	242
91	aby	B	 	242
92	mieć	B	 	242
93	pewność	,	 	242
94	że	B	 	242
95	nie	B	 	242
96	zjawi	B	 	242
97	się	B	 	242
98	na	B	 	242
99	uroczystości	,	 	242
100	wezwano	B	 	242
101	ją	B	 	242
102	na	B	 	242
103	przesłuchanie	.	 	242
104	większość	B	 	242
105	jej	B	 	242
106	zwolenników	B	 	242
107	zbojkotowała	B	 	242
108	zjazd	.	 	242
109	natomiast	B	 	242
110	tych	,	 	242
111	którzy	B	 	242
112	się	B	 	242
113	na	B	 	242
114	nim	B	 	242
115	zjawili	,	 	242
116	nie	B	 	242
117	wpuszczono	.	 	242
118	józef	B	 	242
119	łucznik	B	 	242
120	cieszył	B	 	242
121	się	B	 	242
122	wcześniej	B	 	242
123	dobrą	B	 	242
124	opinią	B	 	242
125	w	B	 	242
126	związku	B	 	242
127	polaków	,	 	242
128	ale	B	 	242
129	zdaniem	B	 	242
130	andżeliki	B	 	242
131	borys	,	 	242
132	od	B	 	242
133	pewnego	B	 	242
134	czasu	B	 	242
135	dawał	B	 	242
136	się	B	 	242
137	wykorzystywać	B	 	242
138	białoruskim	B	 	242
139	władzom	.	 	242
140	jarosław	B	 	242
141	kaczyński	B	 	242
142	jako	B	 	242
143	przedstawiciel	B	 	242
144	prawa	B	 	242
145	i	B	 	242
146	sprawiedliwości	B	 	242
147	zapowiedział	,	 	242
148	że	B	 	242
149	jego	B	 	242
150	partia	B	 	242
151	nie	B	 	242
152	uznaje	B	 	242
153	nowego	B	 	242
154	przewodniczącego	B	 	242
155	i	B	 	242
156	nadal	B	 	242
157	będzie	B	 	242
158	utrzymywać	B	 	242
159	stosunki	B	 	242
160	z	B	 	242
161	działającą	B	 	242
162	bez	B	 	242
163	aprobaty	B	 	242
164	łukaszenki	B	 	242
165	andżeliką	B	 	242
166	borys	.	 	242
167	podobne	B	 	242
168	stanowisko	B	 	242
169	ogłosił	B	 	242
170	wiceminister	B	 	242
171	spraw	B	 	242
172	zagranicznych	B	 	242
173	jan	B	 	242
174	truszczyński	.	 	242
175	z	B	 	242
176	represjonowanymi	B	 	242
177	polakami	B	 	242
178	solidaryzuje	B	 	242
179	się	B	 	242
180	anatolij	B	 	242
181	lebiedżka	,	 	242
182	przewodniczący	B	 	242
183	opozycyjnej	B	 	242
184	zjednoczonej	B	 	242
185	partii	B	 	242
186	obywatelskiej	.	 	242
187	przeciwko	B	 	242
188	zjazdowi	B	 	242
189	protestowali	B	 	242
190	przedstawiciele	B	 	242
191	tej	B	 	242
192	partii	,	 	242
193	ale	B	 	242
194	prędko	B	 	242
195	zatrzymała	B	 	242
196	ich	B	 	242
197	milicja	.	 	242
198	zdaniem	B	 	242
199	lebiedżki	B	 	242
200	był	B	 	242
201	to	B	 	242
202	""""	B	 	242
203	pogrzeb	B	 	242
204	ostatniej	B	 	242
205	niezależnej	B	 	242
206	organizacji	B	 	242
207	na	B	 	242
208	białorusi	B	 	242
209	""""	.	 	242
210	proponuje	B	 	242
211	on	,	 	242
212	by	B	 	242
213	sprawą	B	 	242
214	zajęła	B	 	242
215	się	B	 	242
216	nie	B	 	242
217	tylko	B	 	242
218	polska	,	 	242
219	ale	B	 	242
220	i	B	 	242
221	cała	B	 	242
222	unia	B	 	242
223	europejska	.	 	242
0	""""	B	 	243
1	koledzy	B	 	243
2	mojego	B	 	243
3	studiującego	B	 	243
4	w	B	 	243
5	londynie	B	 	243
6	syna	B	 	243
7	co	B	 	243
8	dzień	B	 	243
9	opowiadają	,	 	243
10	co	B	 	243
11	nowego	B	 	243
12	wymyślili	B	 	243
13	kaczyńscy	.	 	243
14	a	B	 	243
15	on	B	 	243
16	ma	B	 	243
17	dość	B	 	243
18	tłumaczenia	,	 	243
19	że	B	 	243
20	nie	B	 	243
21	wszyscy	B	 	243
22	w	B	 	243
23	polsce	B	 	243
24	powariowali	B	 	243
25	""""	-	 	243
26	powiedział	B	 	243
27	w	B	 	243
28	wywiadzie	B	 	243
29	dla	B	 	243
30	""""	B	 	243
31	gazecie	B	 	243
32	wyborczej	B	 	243
33	""""	B	 	243
34	prof	.	 	243
35	norman	B	 	243
36	davies	,	 	243
37	autor	B	 	243
38	książek	B	 	243
39	poświęconych	B	 	243
40	historii	B	 	243
41	polski	.	 	243
42	""""	B	 	243
43	chyba	B	 	243
44	nie	B	 	243
45	takiej	B	 	243
46	sławy	B	 	243
47	polska	B	 	243
48	oczekiwała	-	 	243
49	ona	B	 	243
50	teraz	B	 	243
51	staje	B	 	243
52	się	B	 	243
53	krajem	B	 	243
54	śmiesznym	.	 	243
55	to	B	 	243
56	jest	B	 	243
57	nowość	.	 	243
58	20	B	 	243
59	lat	B	 	243
60	temu	B	 	243
61	narzekaliśmy	,	 	243
62	że	B	 	243
63	tak	B	 	243
64	mało	B	 	243
65	się	B	 	243
66	wie	B	 	243
67	i	B	 	243
68	pisze	B	 	243
69	o	B	 	243
70	polsce	,	 	243
71	a	B	 	243
72	teraz	B	 	243
73	mój	B	 	243
74	syn	B	 	243
75	ma	B	 	243
76	dość	B	 	243
77	ciągłego	B	 	243
78	naśmiewania	B	 	243
79	się	B	 	243
80	z	B	 	243
81	polski	.	 	243
82	jeśli	B	 	243
83	ten	B	 	243
84	styl	B	 	243
85	polityki	B	 	243
86	utrzyma	B	 	243
87	się	,	 	243
88	to	B	 	243
89	polska	B	 	243
90	może	B	 	243
91	stracić	B	 	243
92	sympatię	,	 	243
93	jaką	B	 	243
94	cieszyła	B	 	243
95	się	B	 	243
96	w	B	 	243
97	świecie	B	 	243
98	w	B	 	243
99	ostatnich	B	 	243
100	latach	B	 	243
101	""""	-	 	243
102	powiedział	B	 	243
103	davies	B	 	243
104	i	B	 	243
105	dodał	,	 	243
106	że	B	 	243
107	""""	B	 	243
108	mogą	B	 	243
109	powrócić	B	 	243
110	dawne	B	 	243
111	stereotypy	B	 	243
112	o	B	 	243
113	polakach	B	 	243
114	jako	B	 	243
115	ludziach	B	 	243
116	dziwnych	,	 	243
117	nieracjonalnych	B	 	243
118	""""	.	 	243
119	na	B	 	243
120	uwagę	,	 	243
121	że	B	 	243
122	według	B	 	243
123	obecnego	B	 	243
124	rządu	B	 	243
125	negatywna	B	 	243
126	opinia	B	 	243
127	o	B	 	243
128	polsce	B	 	243
129	bierze	B	 	243
130	się	B	 	243
131	stąd	,	 	243
132	iż	B	 	243
133	do	B	 	243
134	tej	B	 	243
135	pory	B	 	243
136	polska	B	 	243
137	prowadziła	B	 	243
138	politykę	B	 	243
139	zagraniczną	B	 	243
140	na	B	 	243
141	kolanach	,	 	243
142	a	B	 	243
143	dopiero	B	 	243
144	rząd	B	 	243
145	kaczyńskiego	B	 	243
146	wstał	B	 	243
147	z	B	 	243
148	kolan	B	 	243
149	i	B	 	243
150	walczy	B	 	243
151	o	B	 	243
152	interes	B	 	243
153	narodowy	,	 	243
154	davies	B	 	243
155	odpowiada	:	 	243
156	""""	B	 	243
157	polska	B	 	243
158	polityka	B	 	243
159	zagraniczna	B	 	243
160	była	B	 	243
161	prowadzona	B	 	243
162	na	B	 	243
163	kolanach	?	 	243
164	od	B	 	243
165	dawna	B	 	243
166	obserwuję	B	 	243
167	polskę	B	 	243
168	z	B	 	243
169	zewnątrz	B	 	243
170	i	B	 	243
171	absolutnie	B	 	243
172	czegoś	B	 	243
173	takiego	B	 	243
174	nie	B	 	243
175	dostrzegłem	.	 	243
176	polska	B	 	243
177	weszła	B	 	243
178	do	B	 	243
179	nato	B	 	243
180	i	B	 	243
181	ue	.	 	243
182	zdumiewa	B	 	243
183	mnie	,	 	243
184	że	B	 	243
185	w	B	 	243
186	polsce	B	 	243
187	jest	B	 	243
188	tak	B	 	243
189	wielu	B	 	243
190	ludzi	,	 	243
191	którzy	B	 	243
192	z	B	 	243
193	radością	B	 	243
194	przyjmują	B	 	243
195	unijne	B	 	243
196	pieniądze	,	 	243
197	a	B	 	243
198	jednocześnie	B	 	243
199	są	B	 	243
200	tak	B	 	243
201	nieufni	B	 	243
202	w	B	 	243
203	stosunku	B	 	243
204	do	B	 	243
205	unii	B	 	243
206	""""	.	 	243
207	davies	B	 	243
208	deklaruje	B	 	243
209	się	B	 	243
210	w	B	 	243
211	wywiadzie	B	 	243
212	jako	B	 	243
213	zwolennik	B	 	243
214	rozliczenia	B	 	243
215	przeszłości	,	 	243
216	ale	:	 	243
217	""""	B	 	243
218	byłem	B	 	243
219	zwolennikiem	B	 	243
220	lustracji	,	 	243
221	lecz	B	 	243
222	po	B	 	243
223	tym	,	 	243
224	co	B	 	243
225	zrobiła	B	 	243
226	z	B	 	243
227	ustawą	B	 	243
228	lustracyjną	B	 	243
229	obecna	B	 	243
230	koalicja	,	 	243
231	przeprowadzenie	B	 	243
232	rzetelnej	B	 	243
233	lustracji	B	 	243
234	wydaje	B	 	243
235	się	B	 	243
236	mało	B	 	243
237	prawdopodobne	.	 	243
238	ta	B	 	243
239	ustawa	B	 	243
240	była	B	 	243
241	tak	B	 	243
242	partacka	,	 	243
243	tak	B	 	243
244	bezsensowna	.	 	243
245	byłem	B	 	243
246	też	B	 	243
247	zwolennikiem	B	 	243
248	rozliczenia	B	 	243
249	się	B	 	243
250	z	B	 	243
251	prl	B	 	243
252	na	B	 	243
253	gruncie	B	 	243
254	moralnym	.	 	243
255	tak	B	 	243
256	się	B	 	243
257	z	B	 	243
258	różnych	B	 	243
259	przyczyn	B	 	243
260	nie	B	 	243
261	stało	.	 	243
262	czy	B	 	243
263	to	B	 	243
264	jest	B	 	243
265	możliwe	B	 	243
266	po	B	 	243
267	17	B	 	243
268	latach	?	 	243
269	bardzo	B	 	243
270	wątpię	B	 	243
271	""""	-	 	243
272	stwierdził	B	 	243
273	prof	.	 	243
274	davies	.	 	243
0	stephen	B	 	244
1	farrell	,	 	244
2	dziennikarz	B	 	244
3	new	B	 	244
4	york	B	 	244
5	timesa	B	 	244
6	porwany	B	 	244
7	w	B	 	244
8	sobotę	,	 	244
9	został	B	 	244
10	dziś	B	 	244
11	odbity	B	 	244
12	przez	B	 	244
13	żołnierzy	B	 	244
14	wchodzący	B	 	244
15	w	B	 	244
16	skład	B	 	244
17	misji	B	 	244
18	nato	.	 	244
19	tymczasem	B	 	244
20	w	B	 	244
21	walkach	B	 	244
22	na	B	 	244
23	wschodzie	B	 	244
24	afganistanu	B	 	244
25	zginęło	B	 	244
26	4	B	 	244
27	amerykańskich	B	 	244
28	żołnierzy	.	 	244
29	okoliczności	B	 	244
30	odbicia	B	 	244
31	dziennikarza	B	 	244
32	nie	B	 	244
33	są	B	 	244
34	znane	.	 	244
35	wiadomo	,	 	244
36	że	B	 	244
37	uwolnienie	B	 	244
38	reportera	B	 	244
39	i	B	 	244
40	jego	B	 	244
41	tłumacza	B	 	244
42	mohammada	B	 	244
43	sultana	B	 	244
44	miało	B	 	244
45	miejsce	B	 	244
46	dziś	B	 	244
47	tuż	B	 	244
48	przed	B	 	244
49	świtem	B	 	244
50	w	B	 	244
51	prowincji	B	 	244
52	kunduz	.	 	244
53	świadkowie	B	 	244
54	wydarzenia	B	 	244
55	relacjonują	,	 	244
56	iż	B	 	244
57	po	B	 	244
58	północy	B	 	244
59	miał	B	 	244
60	miejsce	B	 	244
61	desant	B	 	244
62	amerykańskich	B	 	244
63	komandosów	.	 	244
64	nie	B	 	244
65	wiadomo	B	 	244
66	jednak	B	 	244
67	co	B	 	244
68	się	B	 	244
69	dzieje	B	 	244
70	z	B	 	244
71	tłumaczem	B	 	244
72	farrella	.	 	244
73	rzeczniczka	B	 	244
74	""""	B	 	244
75	new	B	 	244
76	york	B	 	244
77	timesa	B	 	244
78	""""	,	 	244
79	powołując	B	 	244
80	się	B	 	244
81	na	B	 	244
82	świadków	B	 	244
83	twierdzi	,	 	244
84	że	B	 	244
85	zginął	B	 	244
86	podczas	B	 	244
87	akcji	B	 	244
88	odbijania	B	 	244
89	zakładników	.	 	244
90	w	B	 	244
91	wyniku	B	 	244
92	operacji	B	 	244
93	komandosów	B	 	244
94	zginęła	B	 	244
95	także	B	 	244
96	kobieta	,	 	244
97	mieszkanka	B	 	244
98	domu	B	 	244
99	w	B	 	244
100	którym	B	 	244
101	byli	B	 	244
102	przetrzymywani	B	 	244
103	zakładnicy	.	 	244
104	jak	B	 	244
105	podały	B	 	244
106	wojskowe	B	 	244
107	źródła	B	 	244
108	w	B	 	244
109	kabulu	,	 	244
110	w	B	 	244
111	trakcie	B	 	244
112	operacji	B	 	244
113	zginął	B	 	244
114	brytyjski	B	 	244
115	komandos	.	 	244
116	dziennikarz	B	 	244
117	został	B	 	244
118	porwany	B	 	244
119	wraz	B	 	244
120	z	B	 	244
121	tłumaczem	B	 	244
122	5	B	 	244
123	września	,	 	244
124	dzień	B	 	244
125	po	B	 	244
126	ostrzelaniu	B	 	244
127	przez	B	 	244
128	siły	B	 	244
129	nato	B	 	244
130	cystern	B	 	244
131	w	B	 	244
132	kunduz	.	 	244
133	farrell	B	 	244
134	był	B	 	244
135	drugim	B	 	244
136	dziennikarzem	B	 	244
137	nyt	,	 	244
138	porwanym	B	 	244
139	w	B	 	244
140	afganistanie	.	 	244
141	poprzedni	B	 	244
142	zakładnik	B	 	244
143	david	B	 	244
144	rodhe	B	 	244
145	uciekł	B	 	244
146	z	B	 	244
147	niewoli	B	 	244
148	talibów	B	 	244
149	w	B	 	244
150	czerwcu	B	 	244
151	br	.	 	244
0	w	B	 	245
1	poniedziałek	B	 	245
2	w	B	 	245
3	hamburgu	B	 	245
4	w	B	 	245
5	meczu	B	 	245
6	grupy	B	 	245
7	h	B	 	245
8	arabia	B	 	245
9	saudyjska	B	 	245
10	przegrała	B	 	245
11	z	B	 	245
12	ukrainą	B	 	245
13	0	-	 	245
14	4	B	 	245
15	godzinę	B	 	245
16	przed	B	 	245
17	pierwszym	B	 	245
18	gwizdkiem	B	 	245
19	sędziego	,	 	245
20	nad	B	 	245
21	hamburgiem	B	 	245
22	padał	B	 	245
23	deszcz	.	 	245
24	z	B	 	245
25	tego	B	 	245
26	powodu	B	 	245
27	murawa	B	 	245
28	stadionu	B	 	245
29	była	B	 	245
30	śliska	.	 	245
31	ukraina	B	 	245
32	objęła	B	 	245
33	prowadzenie	B	 	245
34	już	B	 	245
35	w	B	 	245
36	czwartej	B	 	245
37	minucie	.	 	245
38	po	B	 	245
39	wykonaniu	B	 	245
40	drugiego	B	 	245
41	rzutu	B	 	245
42	rożnego	B	 	245
43	przez	B	 	245
44	maksyma	B	 	245
45	kalinichenko	B	 	245
46	piłkę	B	 	245
47	w	B	 	245
48	siatce	B	 	245
49	umieścił	B	 	245
50	andrij	B	 	245
51	rusol	.	 	245
52	po	B	 	245
53	upływie	B	 	245
54	dwunastu	B	 	245
55	minut	B	 	245
56	meczu	,	 	245
57	ukraina	B	 	245
58	wywalczyła	B	 	245
59	trzy	B	 	245
60	rzuty	B	 	245
61	rożne	B	 	245
62	pod	B	 	245
63	rząd	.	 	245
64	w	B	 	245
65	13	B	 	245
66	minucie	B	 	245
67	piłka	B	 	245
68	po	B	 	245
69	strzale	B	 	245
70	szewczenki	B	 	245
71	została	B	 	245
72	wybita	B	 	245
73	z	B	 	245
74	linii	B	 	245
75	bramkowej	B	 	245
76	przez	B	 	245
77	ahmeda	B	 	245
78	dokhi	.	 	245
79	w	B	 	245
80	22	B	 	245
81	minucie	B	 	245
82	niesmacznyj	B	 	245
83	dostał	B	 	245
84	żółtą	B	 	245
85	kartkę	.	 	245
86	tymczasem	B	 	245
87	znowu	B	 	245
88	zaczął	B	 	245
89	padać	B	 	245
90	deszcz	.	 	245
91	warunki	B	 	245
92	na	B	 	245
93	boisku	B	 	245
94	sprawiały	B	 	245
95	piłkarzom	B	 	245
96	obydwu	B	 	245
97	drużyn	B	 	245
98	problemy	B	 	245
99	z	B	 	245
100	utrzymaniem	B	 	245
101	równowagi	.	 	245
102	w	B	 	245
103	36	B	 	245
104	minucie	B	 	245
105	rebrow	B	 	245
106	strzałem	B	 	245
107	z	B	 	245
108	około	B	 	245
109	dwudziestu	B	 	245
110	metrów	B	 	245
111	umieścił	B	 	245
112	piłkę	B	 	245
113	w	B	 	245
114	bramce	.	 	245
115	arabski	B	 	245
116	bramkarz	B	 	245
117	zaid	B	 	245
118	był	B	 	245
119	bez	B	 	245
120	szans	B	 	245
121	przy	B	 	245
122	tym	B	 	245
123	strzale	-	 	245
124	stał	B	 	245
125	po	B	 	245
126	przeciwnej	B	 	245
127	stronie	B	 	245
128	bramki	.	 	245
129	w	B	 	245
130	41	B	 	245
131	minucie	B	 	245
132	ahmed	B	 	245
133	dokhi	B	 	245
134	zobaczył	B	 	245
135	żółtą	B	 	245
136	kartkę	.	 	245
137	po	B	 	245
138	przerwie	,	 	245
139	andrij	B	 	245
140	szweczenko	B	 	245
141	strzelił	B	 	245
142	gola	B	 	245
143	głową	B	 	245
144	po	B	 	245
145	dośrodkowaniu	B	 	245
146	kaliniczenki	B	 	245
147	z	B	 	245
148	rzutu	B	 	245
149	wolnego	.	 	245
150	w	B	 	245
151	55	B	 	245
152	minucie	B	 	245
153	w	B	 	245
154	drużynie	B	 	245
155	arabii	B	 	245
156	saudyjskiej	B	 	245
157	nastąpiła	B	 	245
158	podwójna	B	 	245
159	zmiana	-	 	245
160	za	B	 	245
161	ammena	B	 	245
162	wszedł	B	 	245
163	al	B	 	245
164	hawsawi	,	 	245
165	a	B	 	245
166	dokhiego	B	 	245
167	zastąpił	B	 	245
168	khathran	.	 	245
169	dwie	B	 	245
170	minuty	B	 	245
171	później	,	 	245
172	za	B	 	245
173	próbę	B	 	245
174	wymuszenia	B	 	245
175	rzutu	B	 	245
176	karnego	,	 	245
177	żółtą	B	 	245
178	kartkę	B	 	245
179	dostał	B	 	245
180	omar	B	 	245
181	al	B	 	245
182	ghamdi	.	 	245
183	zawodnik	B	 	245
184	probował	B	 	245
185	wytłumaczyć	B	 	245
186	sędziemu	,	 	245
187	że	B	 	245
188	to	B	 	245
189	nie	B	 	245
190	było	B	 	245
191	celowe	,	 	245
192	a	B	 	245
193	jedynie	B	 	245
194	poślizgnął	B	 	245
195	się	B	 	245
196	na	B	 	245
197	trawie	.	 	245
198	w	B	 	245
199	71	B	 	245
200	minucie	B	 	245
201	z	B	 	245
202	boiska	B	 	245
203	zszedł	B	 	245
204	rebrow	,	 	245
205	a	B	 	245
206	na	B	 	245
207	jego	B	 	245
208	miejscu	B	 	245
209	pojawił	B	 	245
210	się	B	 	245
211	rotan	.	 	245
212	chwilę	B	 	245
213	później	B	 	245
214	saud	B	 	245
215	kariri	B	 	245
216	dostał	B	 	245
217	żółtą	B	 	245
218	kartkę	.	 	245
219	trzynaście	B	 	245
220	minut	B	 	245
221	przed	B	 	245
222	końcem	B	 	245
223	spotkania	B	 	245
224	żółty	B	 	245
225	kartonik	B	 	245
226	zobaczył	B	 	245
227	kaliniczenko	.	 	245
228	na	B	 	245
229	boisku	B	 	245
230	pojawił	B	 	245
231	się	B	 	245
232	sami	B	 	245
233	al	B	 	245
234	jaber	,	 	245
235	który	B	 	245
236	zmienił	B	 	245
237	mohammeda	B	 	245
238	noora	.	 	245
239	potem	,	 	245
240	gusin	B	 	245
241	zastąpił	B	 	245
242	woronina	.	 	245
243	w	B	 	245
244	84	B	 	245
245	minucie	B	 	245
246	po	B	 	245
247	podaniu	B	 	245
248	szewczenki	,	 	245
249	kaliniczenko	B	 	245
250	pokonał	B	 	245
251	arabskiego	B	 	245
252	bramkarza	.	 	245
253	przed	B	 	245
254	samym	B	 	245
255	końcem	B	 	245
256	spotkania	,	 	245
257	autor	B	 	245
258	ostatniej	B	 	245
259	asysty	B	 	245
260	zszedł	B	 	245
261	z	B	 	245
262	boiska	,	 	245
263	a	B	 	245
264	na	B	 	245
265	jego	B	 	245
266	miejscu	B	 	245
267	pojawił	B	 	245
268	się	B	 	245
269	artem	B	 	245
270	milewski	.	 	245
271	na	B	 	245
272	koniec	,	 	245
273	żółtą	B	 	245
274	kartką	B	 	245
275	dostał	B	 	245
276	swiderski	.	 	245
277	okazję	B	 	245
278	do	B	 	245
279	zdobycia	B	 	245
280	kolejnej	B	 	245
281	bramki	B	 	245
282	miał	B	 	245
283	kaliniczenko	,	 	245
284	ale	B	 	245
285	posłał	B	 	245
286	piłkę	B	 	245
287	nad	B	 	245
288	poprzeczkę	.	 	245
0	dlaczego	B	 	246
1	doba	B	 	246
2	trwa	B	 	246
3	24	B	 	246
4	godziny	B	 	246
5	pomimo	B	 	246
6	ze	B	 	246
7	obrót	B	 	246
8	wokoło	B	 	246
9	własnej	B	 	246
10	osi	B	 	246
11	zajmuje	B	 	246
12	ziemi	B	 	246
13	23	B	 	246
14	godziny	B	 	246
15	56	B	 	246
16	minut	?	 	246
17	ponieważ	B	 	246
18	24	B	 	246
19	godziny	B	 	246
20	to	B	 	246
21	czas	B	 	246
22	od	B	 	246
23	południa	B	 	246
24	do	B	 	246
25	południa	,	 	246
26	a	B	 	246
27	to	B	 	246
28	nie	B	 	246
29	to	B	 	246
30	samo	B	 	246
31	co	B	 	246
32	jeden	B	 	246
33	obrót	B	 	246
34	wokół	B	 	246
35	własnej	B	 	246
36	osi	.	 	246
37	ziemia	B	 	246
38	porusza	B	 	246
39	się	B	 	246
40	także	B	 	246
41	dookoła	B	 	246
42	słońca	,	 	246
43	więc	B	 	246
44	po	B	 	246
45	wykonaniu	B	 	246
46	pełnego	B	 	246
47	obrotu	B	 	246
48	będzie	B	 	246
49	troszkę	B	 	246
50	inaczej	B	 	246
51	skierowana	B	 	246
52	w	B	 	246
53	stronę	B	 	246
54	słońca	.	 	246
55	po	B	 	246
56	6	B	 	246
57	miesiącach	B	 	246
58	pełnych	B	 	246
59	obrotów	B	 	246
60	znajdzie	B	 	246
61	się	B	 	246
62	po	B	 	246
63	drugiej	B	 	246
64	stronie	B	 	246
65	słońca	B	 	246
66	i	B	 	246
67	w	B	 	246
68	tym	B	 	246
69	miejscu	B	 	246
70	na	B	 	246
71	ziemi	,	 	246
72	gdzie	B	 	246
73	wcześniej	B	 	246
74	było	B	 	246
75	południe	,	 	246
76	teraz	B	 	246
77	będzie	B	 	246
78	północ	.	 	246
79	stąd	B	 	246
80	różnica	B	 	246
81	pomiędzy	B	 	246
82	czasem	B	 	246
83	od	B	 	246
84	południa	B	 	246
85	do	B	 	246
86	południa	,	 	246
87	a	B	 	246
88	obrotem	B	 	246
89	wokół	B	 	246
90	własnej	B	 	246
91	osi	.	 	246
92	o	B	 	246
93	ile	B	 	246
94	obróci	B	 	246
95	się	B	 	246
96	ziemia	B	 	246
97	w	B	 	246
98	ciągu	B	 	246
99	doby	,	 	246
100	godziny	B	 	246
101	i	B	 	246
102	minuty	?	 	246
103	wpływ	B	 	246
104	księżyca	B	 	246
105	czy	B	 	246
106	księżyc	B	 	246
107	ma	B	 	246
108	wpływ	B	 	246
109	na	B	 	246
110	długość	B	 	246
111	doby	B	 	246
112	ziemskiej	?	 	246
113	tak	.	 	246
114	spowalnia	B	 	246
115	ruch	B	 	246
116	obrotowy	B	 	246
117	ziemi	,	 	246
118	zatem	B	 	246
119	wydłuża	B	 	246
120	czas	B	 	246
121	jej	B	 	246
122	obrotu	.	 	246
123	kaszkawal	B	 	246
124	doba	B	 	246
125	cywilna	-	 	246
126	zmiana	B	 	246
127	czasu	B	 	246
128	czy	B	 	246
129	można	B	 	246
130	przyjąć	,	 	246
131	w	B	 	246
132	związku	B	 	246
133	ze	B	 	246
134	zmianą	B	 	246
135	czasu	,	 	246
136	że	B	 	246
137	doba	B	 	246
138	cywilna	B	 	246
139	może	B	 	246
140	trwać	B	 	246
141	23	B	 	246
142	albo	B	 	246
143	25	B	 	246
144	godzin	?	 	246
145	11	:	 	246
146	56	,	 	246
147	3	B	 	246
148	paź	B	 	246
149	2006	B	 	246
150	wydłużanie	B	 	246
151	się	B	 	246
152	doby	B	 	246
153	słonecznej	B	 	246
154	dlaczego	B	 	246
155	doba	B	 	246
156	słoneczna	B	 	246
157	sie	B	 	246
158	wydłuża	?	 	246
159	dwie	B	 	246
160	uwagi	B	 	246
161	co	B	 	246
162	to	B	 	246
163	znaczy	B	 	246
164	""""	B	 	246
165	obruci	B	 	246
166	""""	?	 	246
167	czy	B	 	246
168	to	B	 	246
169	po	B	 	246
170	włosku	?	 	246
171	bo	B	 	246
172	jeśli	B	 	246
173	po	B	 	246
174	polsku	B	 	246
175	miało	B	 	246
176	być	,	 	246
177	to	B	 	246
178	dreszcz	B	 	246
179	przechodzi	.	 	246
180	można	B	 	246
181	wspomnieć	B	 	246
182	o	B	 	246
183	ciekawostce	B	 	246
184	związanej	B	 	246
185	z	B	 	246
186	leksemem	B	 	246
187	'doba'	.	 	246
188	w	B	 	246
189	niektórych	B	 	246
190	językach	B	 	246
191	słowo	B	 	246
192	takie	B	 	246
193	nie	B	 	246
194	występuje	.	 	246
195	np	.	 	246
196	w	B	 	246
197	angielskim	.	 	246
198	zastępowane	B	 	246
199	jest	B	 	246
200	tam	B	 	246
201	przez	B	 	246
202	sformułowanie	B	 	246
203	'24	B	 	246
204	godziny'	,	 	246
205	co	B	 	246
206	tak	B	 	246
207	naprawdę	B	 	246
208	nie	B	 	246
209	pokrywa	B	 	246
210	się	B	 	246
211	semantycznie	B	 	246
212	ze	B	 	246
213	słowem	B	 	246
214	'doba'	.	 	246
215	wynikają	B	 	246
216	z	B	 	246
217	tego	B	 	246
218	pewne	B	 	246
219	nieporadności	B	 	246
220	w	B	 	246
221	tłumaczeniach	B	 	246
222	czasami	.	 	246
223	doba	B	 	246
224	księżycowa	B	 	246
225	jak	B	 	246
226	można	B	 	246
227	było	B	 	246
228	walnąć	B	 	246
229	taki	B	 	246
230	błąd	!	 	246
231	doba	B	 	246
232	księżycowa	B	 	246
233	nie	B	 	246
234	trwa	B	 	246
235	niecałe	B	 	246
236	24h	,	 	246
237	tylko	B	 	246
238	niecałe	B	 	246
239	25h	!	 	246
240	pływy	B	 	246
241	występują	B	 	246
242	co	B	 	246
243	pół	B	 	246
244	doby	B	 	246
245	księżycowej	,	 	246
246	czyli	B	 	246
247	co	B	 	246
248	ok	.	 	246
249	12	B	 	246
250	godzin	B	 	246
251	i	B	 	246
252	27	B	 	246
253	minut	.	 	246
254	proszę	B	 	246
255	o	B	 	246
256	poprawę	.	 	246
257	już	B	 	246
258	zostało	B	 	246
259	poprawione	.	 	246
260	definicja	B	 	246
261	w	B	 	246
262	pwn	B	 	246
263	osobno	B	 	246
264	definiowana	B	 	246
265	jest	B	 	246
